,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
8750,23.0,male,Associate,73261.0,0,MORTGAGE,6000.0,PERSONAL,8.9,0.08,4.0,681,Yes
7239,22.0,male,Bachelor,63582.0,0,MORTGAGE,9750.0,EDUCATION,13.06,0.15,3.0,629,Yes
1393,23.0,female,High School,48860.0,0,RENT,1000.0,EDUCATION,6.03,0.02,2.0,646,No
5774,22.0,female,Associate,71437.0,1,RENT,5400.0,MEDICAL,15.21,0.08,2.0,626,No
18852,27.0,female,Bachelor,34245.0,4,MORTGAGE,2400.0,MEDICAL,5.42,0.07,7.0,621,No
11565,22.0,female,Bachelor,90982.0,2,MORTGAGE,10600.0,EDUCATION,5.79,0.12,2.0,707,Yes
43505,26.0,female,High School,17100.0,4,RENT,7913.0,HOMEIMPROVEMENT,13.89,0.46,5.0,597,No
1946,21.0,female,Bachelor,36861.0,1,MORTGAGE,3000.0,PERSONAL,5.99,0.08,4.0,645,Yes
2274,26.0,male,Associate,44291.0,3,RENT,13000.0,DEBTCONSOLIDATION,5.99,0.29,4.0,669,No
39670,36.0,male,Bachelor,41582.0,11,RENT,10000.0,MEDICAL,6.47,0.24,8.0,683,No
21183,28.0,male,Associate,55427.0,6,OWN,8400.0,MEDICAL,11.01,0.15,5.0,590,No
25436,32.0,male,Associate,46079.0,11,OWN,5000.0,MEDICAL,15.37,0.11,5.0,629,No
34042,25.0,male,Master,41456.0,2,RENT,10000.0,MEDICAL,11.66,0.24,6.0,618,Yes
22555,28.0,male,Associate,67589.0,3,MORTGAGE,8400.0,DEBTCONSOLIDATION,7.51,0.12,9.0,604,Yes
19520,31.0,female,Doctorate,41845.0,9,MORTGAGE,10000.0,EDUCATION,13.85,0.24,6.0,729,No
12993,24.0,female,High School,104582.0,1,MORTGAGE,12200.0,DEBTCONSOLIDATION,7.29,0.12,3.0,556,Yes
8869,22.0,male,Master,54577.0,0,RENT,8000.0,DEBTCONSOLIDATION,12.04,0.15,2.0,709,Yes
36869,24.0,female,Associate,73320.0,2,MORTGAGE,10000.0,PERSONAL,11.34,0.14,3.0,690,Yes
26413,35.0,female,Associate,121751.0,12,MORTGAGE,2800.0,MEDICAL,12.87,0.02,5.0,673,Yes
31951,36.0,male,Bachelor,24919.0,12,RENT,4375.0,EDUCATION,10.74,0.18,11.0,673,No
25504,28.0,male,Master,45447.0,5,OWN,7800.0,MEDICAL,15.58,0.17,9.0,713,Yes
10828,21.0,female,Bachelor,52750.0,0,RENT,10000.0,PERSONAL,11.01,0.19,4.0,657,Yes
37812,23.0,female,Master,39562.0,4,RENT,2428.0,HOMEIMPROVEMENT,12.2,0.06,4.0,643,No
14861,23.0,female,Associate,141027.0,0,MORTGAGE,14000.0,VENTURE,15.68,0.1,4.0,561,Yes
43853,26.0,male,Associate,63403.0,6,RENT,3104.0,HOMEIMPROVEMENT,15.64,0.05,7.0,631,No
9419,23.0,female,Bachelor,75218.0,2,MORTGAGE,5000.0,VENTURE,5.42,0.07,3.0,672,No
7334,21.0,male,Bachelor,52390.0,0,RENT,6500.0,EDUCATION,12.73,0.12,3.0,613,Yes
19266,27.0,female,Associate,32373.0,3,RENT,2500.0,VENTURE,13.23,0.08,10.0,553,Yes
5392,23.0,female,Bachelor,47272.0,5,RENT,8450.0,EDUCATION,10.62,0.18,4.0,623,Yes
40608,32.0,female,Bachelor,54305.0,11,MORTGAGE,15000.0,PERSONAL,7.51,0.28,5.0,640,Yes
17604,25.0,male,High School,118678.0,0,OWN,2000.0,HOMEIMPROVEMENT,7.37,0.02,3.0,647,No
20731,32.0,male,Master,45402.0,8,RENT,5000.0,VENTURE,12.53,0.11,9.0,630,Yes
38375,28.0,female,Master,31135.0,8,RENT,3585.0,MEDICAL,12.85,0.12,9.0,686,No
6297,21.0,male,High School,41093.0,0,RENT,6000.0,VENTURE,13.23,0.15,2.0,598,Yes
2671,23.0,female,Master,53860.0,0,RENT,3000.0,DEBTCONSOLIDATION,7.66,0.06,4.0,673,No
42035,27.0,female,Bachelor,90931.0,0,RENT,15000.0,VENTURE,8.69,0.16,9.0,506,Yes
13379,22.0,male,High School,38579.0,0,RENT,2700.0,DEBTCONSOLIDATION,6.91,0.07,4.0,585,Yes
25796,27.0,female,Master,71508.0,7,RENT,2800.0,HOMEIMPROVEMENT,12.69,0.04,10.0,688,No
25608,33.0,female,High School,108878.0,9,RENT,12000.0,DEBTCONSOLIDATION,6.03,0.11,6.0,679,Yes
31374,42.0,male,High School,49130.0,23,RENT,2800.0,VENTURE,11.01,0.06,12.0,632,Yes
2894,23.0,male,High School,87342.0,3,RENT,3000.0,PERSONAL,7.43,0.03,2.0,677,Yes
35772,28.0,female,Bachelor,75855.0,4,RENT,12000.0,VENTURE,11.56,0.16,6.0,677,Yes
44694,24.0,male,Bachelor,71540.0,0,RENT,20000.0,EDUCATION,11.9,0.28,4.0,659,No
4744,24.0,female,High School,51193.0,1,OWN,12000.0,VENTURE,7.66,0.23,3.0,588,Yes
11532,26.0,male,Bachelor,91162.0,3,MORTGAGE,13000.0,MEDICAL,6.99,0.14,2.0,619,Yes
5335,22.0,male,Master,36878.0,0,RENT,8500.0,HOMEIMPROVEMENT,15.05,0.23,4.0,620,No
11655,25.0,female,Associate,88750.0,3,RENT,10000.0,VENTURE,7.88,0.11,4.0,691,Yes
7326,22.0,female,Associate,43218.0,1,RENT,6500.0,HOMEIMPROVEMENT,15.95,0.15,2.0,640,No
7019,25.0,female,Bachelor,62199.0,3,MORTGAGE,4200.0,PERSONAL,7.29,0.07,2.0,651,Yes
34367,23.0,male,Associate,94691.0,0,MORTGAGE,1196.0,EDUCATION,10.08,0.01,4.0,584,Yes
15088,22.0,male,Associate,145790.0,0,MORTGAGE,20000.0,EDUCATION,14.96,0.14,2.0,690,Yes
34946,24.0,female,High School,181159.0,0,MORTGAGE,8000.0,EDUCATION,8.75,0.04,4.0,574,Yes
13155,25.0,male,Associate,132827.0,6,RENT,12000.0,HOMEIMPROVEMENT,12.23,0.09,2.0,624,No
38990,32.0,male,Bachelor,100337.0,7,RENT,17725.0,DEBTCONSOLIDATION,8.97,0.18,6.0,626,Yes
20378,28.0,female,Associate,41647.0,6,MORTGAGE,3700.0,HOMEIMPROVEMENT,6.91,0.09,8.0,641,No
7373,25.0,female,High School,57142.0,2,MORTGAGE,6000.0,MEDICAL,5.42,0.11,4.0,619,No
44547,31.0,male,Bachelor,55123.0,8,RENT,14000.0,PERSONAL,7.91,0.25,8.0,700,No
30387,36.0,male,Associate,57494.0,13,MORTGAGE,4900.0,MEDICAL,14.11,0.09,11.0,585,No
30862,46.0,male,High School,37405.0,23,RENT,10000.0,DEBTCONSOLIDATION,13.49,0.27,12.0,529,No
22561,33.0,female,Bachelor,67843.0,12,MORTGAGE,22000.0,EDUCATION,7.88,0.32,6.0,624,Yes
27016,34.0,male,Master,130213.0,13,MORTGAGE,25000.0,DEBTCONSOLIDATION,20.0,0.19,8.0,604,No
40058,27.0,male,High School,69925.0,3,MORTGAGE,3455.0,VENTURE,5.76,0.05,5.0,556,Yes
29245,38.0,female,Associate,105360.0,11,RENT,24250.0,HOMEIMPROVEMENT,11.01,0.23,12.0,678,Yes
29207,36.0,male,Bachelor,102076.0,13,RENT,25000.0,EDUCATION,12.87,0.24,11.0,617,Yes
6008,26.0,male,Bachelor,58346.0,0,MORTGAGE,13800.0,VENTURE,13.49,0.24,2.0,672,Yes
7192,21.0,female,High School,63447.0,0,OWN,13200.0,EDUCATION,12.42,0.21,2.0,648,Yes
23952,28.0,female,Master,82484.0,6,MORTGAGE,3000.0,EDUCATION,5.42,0.04,10.0,606,Yes
38932,24.0,female,Bachelor,82102.0,3,MORTGAGE,8309.0,VENTURE,7.79,0.1,4.0,594,Yes
5751,21.0,male,Associate,56530.0,0,OWN,10000.0,VENTURE,14.74,0.18,3.0,453,Yes
10727,24.0,female,Associate,84881.0,0,MORTGAGE,10000.0,MEDICAL,13.49,0.12,4.0,466,Yes
20891,28.0,female,High School,53729.0,10,OWN,7500.0,PERSONAL,14.84,0.14,8.0,669,No
34339,43.0,female,Associate,54648.0,21,RENT,7000.0,EDUCATION,9.67,0.13,14.0,700,No
31706,39.0,male,Associate,150666.0,17,MORTGAGE,4500.0,DEBTCONSOLIDATION,6.62,0.03,11.0,676,Yes
10562,25.0,male,Bachelor,41964.0,6,RENT,10000.0,HOMEIMPROVEMENT,12.53,0.24,2.0,690,No
29071,27.0,female,High School,87223.0,9,MORTGAGE,6000.0,EDUCATION,5.42,0.07,6.0,652,No
17014,21.0,female,High School,15285.0,0,MORTGAGE,3250.0,DEBTCONSOLIDATION,15.68,0.21,2.0,707,No
23326,33.0,female,Bachelor,82942.0,11,RENT,8000.0,HOMEIMPROVEMENT,10.62,0.1,6.0,582,No
28868,30.0,female,High School,37818.0,9,RENT,11200.0,MEDICAL,11.99,0.3,8.0,700,No
36967,35.0,male,Associate,73034.0,11,RENT,12000.0,PERSONAL,7.33,0.16,9.0,638,Yes
19262,27.0,female,High School,38469.0,5,MORTGAGE,7500.0,HOMEIMPROVEMENT,7.74,0.19,8.0,627,No
3540,25.0,male,High School,69803.0,5,RENT,10400.0,PERSONAL,11.66,0.15,4.0,522,Yes
40780,30.0,female,Associate,174809.0,7,MORTGAGE,6138.0,PERSONAL,10.64,0.04,8.0,670,No
14318,26.0,female,Associate,36834.0,2,RENT,14500.0,VENTURE,7.66,0.39,2.0,613,No
27791,32.0,male,High School,265048.0,9,MORTGAGE,33000.0,HOMEIMPROVEMENT,20.0,0.12,9.0,661,No
20182,32.0,male,Bachelor,45575.0,8,RENT,4000.0,DEBTCONSOLIDATION,10.38,0.09,7.0,671,Yes
15302,24.0,male,Bachelor,156669.0,0,MORTGAGE,7000.0,DEBTCONSOLIDATION,11.99,0.04,3.0,627,Yes
21455,31.0,male,Associate,58549.0,8,MORTGAGE,14400.0,DEBTCONSOLIDATION,7.29,0.25,5.0,582,No
38878,25.0,female,Associate,61062.0,6,RENT,12000.0,PERSONAL,10.49,0.2,2.0,667,No
13302,24.0,male,Bachelor,40928.0,0,RENT,2800.0,PERSONAL,16.0,0.07,3.0,581,No
40178,36.0,male,Bachelor,57773.0,11,RENT,4892.0,DEBTCONSOLIDATION,11.9,0.08,10.0,624,Yes
1351,21.0,female,Bachelor,36870.0,0,RENT,1000.0,EDUCATION,10.99,0.03,4.0,648,Yes
39686,29.0,female,Master,144915.0,7,MORTGAGE,20000.0,PERSONAL,13.71,0.14,6.0,654,Yes
15148,26.0,male,Associate,150801.0,4,MORTGAGE,15000.0,PERSONAL,7.29,0.1,3.0,667,No
26165,29.0,female,Bachelor,59773.0,4,RENT,14000.0,PERSONAL,10.65,0.23,9.0,606,Yes
35895,32.0,female,Bachelor,56239.0,11,RENT,8000.0,DEBTCONSOLIDATION,8.03,0.14,13.0,695,Yes
10263,25.0,male,High School,79729.0,2,MORTGAGE,15000.0,HOMEIMPROVEMENT,14.35,0.19,4.0,607,Yes
17827,26.0,female,Master,55178.0,3,RENT,1500.0,MEDICAL,10.25,0.03,4.0,610,Yes
7946,22.0,male,Bachelor,66846.0,1,MORTGAGE,12000.0,EDUCATION,6.54,0.18,4.0,687,No
16204,24.0,male,Associate,59742.0,0,RENT,5000.0,VENTURE,13.79,0.08,4.0,663,Yes
11273,23.0,male,Bachelor,66845.0,1,RENT,10000.0,PERSONAL,7.51,0.15,3.0,660,Yes
34162,30.0,female,Bachelor,116101.0,8,MORTGAGE,6000.0,PERSONAL,7.96,0.05,9.0,734,Yes
1131,24.0,female,Bachelor,54942.0,3,RENT,17000.0,EDUCATION,14.96,0.31,2.0,700,No
6522,25.0,male,Bachelor,48330.0,3,RENT,6000.0,VENTURE,15.31,0.12,3.0,651,No
33198,23.0,male,High School,46260.0,1,RENT,5000.0,EDUCATION,7.02,0.11,3.0,527,Yes
11073,25.0,male,High School,51474.0,1,RENT,10000.0,DEBTCONSOLIDATION,14.91,0.19,3.0,666,No
24871,27.0,male,Bachelor,37141.0,6,RENT,11000.0,DEBTCONSOLIDATION,9.91,0.3,10.0,660,No
307,26.0,female,High School,133476.0,0,RENT,25000.0,PERSONAL,11.01,0.19,2.0,641,Yes
36453,24.0,male,Associate,49109.0,3,RENT,5000.0,DEBTCONSOLIDATION,11.2,0.1,3.0,565,Yes
29504,39.0,female,Associate,36921.0,16,OWN,8000.0,HOMEIMPROVEMENT,9.63,0.22,17.0,641,Yes
20198,29.0,male,Bachelor,48910.0,3,RENT,4000.0,PERSONAL,12.53,0.08,10.0,521,No
36949,24.0,female,High School,150979.0,5,RENT,15000.0,VENTURE,9.98,0.1,4.0,652,No
41528,42.0,male,High School,38032.0,19,RENT,7196.0,VENTURE,12.08,0.19,16.0,635,Yes
3619,23.0,male,Bachelor,46698.0,2,MORTGAGE,5400.0,PERSONAL,7.9,0.12,3.0,683,Yes
21224,28.0,male,High School,48947.0,6,MORTGAGE,10000.0,EDUCATION,8.49,0.2,8.0,566,No
1832,23.0,male,Master,114950.0,0,RENT,15000.0,EDUCATION,9.88,0.13,4.0,511,Yes
26847,29.0,female,Associate,138867.0,5,OWN,35000.0,EDUCATION,15.28,0.25,5.0,601,No
31866,47.0,male,Bachelor,214334.0,23,OWN,9000.0,VENTURE,10.99,0.04,17.0,695,Yes
24260,28.0,male,Associate,85312.0,9,OWN,3500.0,VENTURE,6.62,0.04,9.0,645,Yes
590,21.0,male,Bachelor,44226.0,0,RENT,20000.0,MEDICAL,11.01,0.45,2.0,637,No
5459,24.0,female,Bachelor,71912.0,4,RENT,5000.0,HOMEIMPROVEMENT,7.29,0.07,3.0,540,Yes
9701,23.0,male,Master,157134.0,3,RENT,8400.0,MEDICAL,11.01,0.05,4.0,612,Yes
12708,22.0,female,Bachelor,72043.0,0,RENT,12000.0,DEBTCONSOLIDATION,17.58,0.17,4.0,647,No
31168,37.0,male,Bachelor,97085.0,16,MORTGAGE,13000.0,DEBTCONSOLIDATION,6.62,0.13,13.0,639,Yes
32623,30.0,male,Bachelor,157100.0,8,MORTGAGE,8509.0,MEDICAL,12.27,0.05,5.0,625,Yes
40932,25.0,female,High School,102706.0,0,RENT,21265.0,HOMEIMPROVEMENT,13.64,0.21,4.0,520,Yes
10292,22.0,female,High School,88756.0,0,RENT,9600.0,PERSONAL,8.94,0.11,3.0,662,No
33000,28.0,female,Master,66896.0,7,OWN,18000.0,PERSONAL,13.75,0.27,6.0,658,Yes
4993,22.0,male,High School,53103.0,0,RENT,5000.0,EDUCATION,12.69,0.09,2.0,581,Yes
28489,27.0,female,Bachelor,65859.0,2,MORTGAGE,27575.0,HOMEIMPROVEMENT,11.01,0.42,5.0,610,Yes
32026,37.0,female,High School,28699.0,14,OWN,7000.0,EDUCATION,6.03,0.24,12.0,605,Yes
23501,27.0,male,Bachelor,76326.0,4,OWN,9500.0,MEDICAL,8.07,0.12,6.0,699,Yes
14904,24.0,male,High School,144671.0,0,MORTGAGE,10000.0,EDUCATION,6.03,0.07,4.0,674,No
9805,22.0,male,Associate,41458.0,2,RENT,9000.0,PERSONAL,11.01,0.22,4.0,609,No
11874,23.0,male,High School,113719.0,1,RENT,10000.0,MEDICAL,9.45,0.09,3.0,530,Yes
43525,28.0,female,Associate,117229.0,5,RENT,35000.0,VENTURE,14.69,0.3,6.0,609,No
13367,23.0,female,High School,108894.0,0,MORTGAGE,15000.0,EDUCATION,16.32,0.14,2.0,623,No
43053,25.0,male,Master,47546.0,1,RENT,3531.0,DEBTCONSOLIDATION,13.2,0.07,6.0,648,No
13294,26.0,male,Associate,49230.0,2,RENT,12500.0,EDUCATION,6.92,0.25,2.0,603,No
8849,23.0,male,Associate,72999.0,0,MORTGAGE,2000.0,PERSONAL,15.23,0.03,2.0,648,No
23913,27.0,male,Master,81293.0,4,OWN,5000.0,PERSONAL,11.01,0.06,10.0,659,Yes
32824,28.0,male,Associate,29822.0,5,RENT,3000.0,VENTURE,8.58,0.1,6.0,602,Yes
27139,30.0,female,Bachelor,27084.0,7,RENT,1500.0,DEBTCONSOLIDATION,14.72,0.06,8.0,693,No
22705,31.0,female,Associate,69323.0,12,RENT,7500.0,EDUCATION,12.53,0.11,9.0,616,Yes
39000,32.0,female,Associate,41532.0,12,RENT,8000.0,PERSONAL,16.02,0.19,8.0,668,Yes
20819,31.0,male,Bachelor,52536.0,8,MORTGAGE,3000.0,VENTURE,8.9,0.06,6.0,674,Yes
2674,23.0,female,Master,53799.0,0,RENT,3000.0,PERSONAL,9.62,0.06,4.0,659,No
13763,22.0,male,High School,85236.0,0,RENT,13600.0,PERSONAL,7.29,0.16,4.0,548,Yes
2439,25.0,female,High School,39159.0,0,MORTGAGE,8000.0,DEBTCONSOLIDATION,13.16,0.2,2.0,585,No
39851,26.0,male,Bachelor,180936.0,4,MORTGAGE,20000.0,PERSONAL,9.3,0.11,5.0,592,No
36230,23.0,male,High School,69390.0,2,MORTGAGE,12000.0,EDUCATION,10.21,0.17,2.0,618,Yes
23638,28.0,female,Master,55059.0,6,RENT,9000.0,DEBTCONSOLIDATION,14.65,0.16,10.0,627,Yes
10354,22.0,female,Master,28512.0,0,RENT,10000.0,MEDICAL,9.88,0.35,2.0,660,No
25705,34.0,male,High School,180643.0,12,RENT,12000.0,HOMEIMPROVEMENT,10.59,0.07,9.0,561,Yes
31536,45.0,male,High School,58814.0,22,RENT,14400.0,PERSONAL,8.49,0.24,15.0,702,Yes
1685,23.0,male,Master,21741.0,1,RENT,1750.0,VENTURE,10.95,0.08,3.0,632,Yes
36048,29.0,female,Bachelor,66854.0,6,RENT,3000.0,VENTURE,8.2,0.04,9.0,693,No
38394,26.0,female,Associate,81614.0,0,RENT,12000.0,HOMEIMPROVEMENT,12.26,0.15,5.0,607,Yes
27658,29.0,female,Doctorate,190509.0,5,OWN,20000.0,MEDICAL,6.54,0.1,5.0,687,Yes
25115,27.0,male,Bachelor,96911.0,5,MORTGAGE,24000.0,DEBTCONSOLIDATION,11.12,0.25,10.0,641,No
12052,24.0,male,Master,95660.0,1,MORTGAGE,8000.0,PERSONAL,5.99,0.08,3.0,649,Yes
3496,23.0,male,Master,37104.0,0,RENT,10625.0,EDUCATION,6.92,0.29,2.0,643,No
38103,29.0,female,High School,41604.0,4,MORTGAGE,10000.0,DEBTCONSOLIDATION,12.44,0.24,6.0,628,No
1891,23.0,male,Bachelor,37033.0,0,MORTGAGE,1400.0,DEBTCONSOLIDATION,6.03,0.04,4.0,593,No
43981,24.0,male,Associate,53963.0,4,RENT,5000.0,MEDICAL,13.36,0.09,3.0,688,No
37443,23.0,female,Associate,31646.0,1,RENT,6000.0,DEBTCONSOLIDATION,11.01,0.19,4.0,611,Yes
3460,25.0,female,Bachelor,82575.0,6,RENT,10800.0,VENTURE,10.74,0.13,2.0,649,Yes
286,22.0,male,Associate,106694.0,0,RENT,25000.0,DEBTCONSOLIDATION,15.58,0.23,2.0,667,No
20803,35.0,male,Master,47515.0,11,RENT,5000.0,MEDICAL,9.99,0.11,6.0,696,No
17160,24.0,male,Bachelor,110564.0,0,MORTGAGE,15000.0,DEBTCONSOLIDATION,7.88,0.14,2.0,683,No
13701,24.0,female,Associate,85126.0,0,RENT,13000.0,DEBTCONSOLIDATION,10.0,0.15,2.0,702,No
6167,21.0,male,High School,29557.0,0,RENT,6000.0,MEDICAL,11.36,0.2,3.0,625,Yes
23242,33.0,male,Associate,73031.0,11,OWN,8350.0,EDUCATION,11.34,0.11,7.0,704,No
12280,26.0,male,Associate,96820.0,5,MORTGAGE,4900.0,VENTURE,6.76,0.05,3.0,699,Yes
32442,54.0,female,High School,25099.0,34,RENT,5000.0,DEBTCONSOLIDATION,11.01,0.2,19.0,685,Yes
36311,35.0,male,Bachelor,26839.0,15,RENT,2500.0,VENTURE,14.35,0.09,7.0,653,No
29932,40.0,female,High School,89013.0,17,RENT,9975.0,VENTURE,16.29,0.11,16.0,617,No
2607,25.0,male,Master,47488.0,3,RENT,3000.0,PERSONAL,7.29,0.06,3.0,622,Yes
2364,22.0,male,Associate,39546.0,0,MORTGAGE,1700.0,EDUCATION,7.9,0.04,4.0,483,Yes
9278,23.0,female,High School,31269.0,0,RENT,5000.0,EDUCATION,10.62,0.16,3.0,619,Yes
19457,29.0,female,Doctorate,57430.0,8,RENT,3000.0,MEDICAL,10.25,0.05,7.0,698,No
34692,26.0,female,Bachelor,43142.0,2,RENT,7200.0,PERSONAL,9.76,0.17,4.0,635,Yes
30067,37.0,female,High School,72954.0,14,RENT,5000.0,VENTURE,6.17,0.07,13.0,578,Yes
12132,25.0,female,Bachelor,94576.0,2,RENT,11550.0,DEBTCONSOLIDATION,16.77,0.12,2.0,644,No
4797,26.0,male,Bachelor,40990.0,5,RENT,5000.0,DEBTCONSOLIDATION,14.11,0.12,4.0,660,No
42497,22.0,female,High School,22323.0,0,RENT,3000.0,DEBTCONSOLIDATION,11.71,0.13,3.0,674,No
26261,30.0,female,Associate,120922.0,6,MORTGAGE,30000.0,PERSONAL,16.77,0.25,6.0,601,Yes
20262,28.0,male,High School,68991.0,7,RENT,4000.0,VENTURE,7.88,0.06,9.0,566,Yes
19868,32.0,male,Bachelor,62700.0,8,RENT,11000.0,MEDICAL,7.29,0.18,5.0,707,No
32885,24.0,male,Bachelor,121065.0,2,MORTGAGE,6000.0,PERSONAL,13.55,0.05,3.0,517,Yes
25772,28.0,male,High School,109458.0,9,MORTGAGE,25000.0,VENTURE,11.86,0.23,6.0,655,No
7410,21.0,female,Associate,64290.0,1,OWN,3000.0,MEDICAL,7.51,0.05,4.0,492,Yes
5146,25.0,female,Master,76204.0,5,RENT,9000.0,PERSONAL,11.01,0.12,3.0,622,Yes
26645,34.0,male,Associate,133098.0,10,MORTGAGE,10000.0,DEBTCONSOLIDATION,10.99,0.08,8.0,598,Yes
8253,22.0,male,Associate,49224.0,3,RENT,7500.0,PERSONAL,11.86,0.15,3.0,650,No
32235,39.0,female,Bachelor,54891.0,20,MORTGAGE,12000.0,PERSONAL,14.72,0.22,13.0,725,No
38728,25.0,male,Master,73083.0,2,MORTGAGE,3400.0,EDUCATION,11.01,0.05,3.0,713,No
36987,23.0,female,High School,29576.0,0,RENT,5000.0,DEBTCONSOLIDATION,6.73,0.17,3.0,614,No
39708,36.0,male,High School,97124.0,15,MORTGAGE,17000.0,VENTURE,11.36,0.18,12.0,674,No
15168,24.0,male,Master,29813.0,4,RENT,1500.0,EDUCATION,11.01,0.05,3.0,699,Yes
2639,24.0,male,High School,55270.0,2,RENT,3000.0,DEBTCONSOLIDATION,9.99,0.05,4.0,637,Yes
36147,26.0,male,Associate,181234.0,3,MORTGAGE,12033.0,DEBTCONSOLIDATION,8.11,0.07,4.0,638,No
26562,28.0,male,High School,35460.0,7,RENT,15000.0,EDUCATION,14.65,0.42,8.0,583,No
7175,22.0,male,Bachelor,63123.0,0,MORTGAGE,6000.0,EDUCATION,7.9,0.1,4.0,644,Yes
16187,22.0,female,Master,37611.0,0,MORTGAGE,3000.0,DEBTCONSOLIDATION,11.49,0.08,3.0,544,Yes
8765,22.0,female,Bachelor,72809.0,0,MORTGAGE,2500.0,EDUCATION,15.99,0.03,3.0,650,Yes
8230,26.0,male,Bachelor,68135.0,6,MORTGAGE,13000.0,EDUCATION,8.59,0.19,3.0,635,Yes
24385,28.0,male,High School,87747.0,3,OWN,25000.0,MEDICAL,11.11,0.28,8.0,651,No
31390,38.0,male,Associate,43112.0,15,OWN,1800.0,EDUCATION,16.49,0.04,12.0,601,Yes
14099,24.0,male,Associate,121210.0,0,MORTGAGE,16800.0,EDUCATION,7.88,0.14,4.0,637,Yes
43631,31.0,male,Bachelor,179706.0,10,MORTGAGE,28338.0,DEBTCONSOLIDATION,16.72,0.16,8.0,684,No
3516,21.0,female,Master,42295.0,0,RENT,10500.0,EDUCATION,8.49,0.25,3.0,649,No
13264,24.0,male,Bachelor,74663.0,4,RENT,12250.0,VENTURE,12.23,0.16,4.0,675,No
28404,27.0,male,Master,145037.0,5,MORTGAGE,7000.0,EDUCATION,7.14,0.05,7.0,601,Yes
21482,34.0,male,Bachelor,58856.0,8,MORTGAGE,9000.0,DEBTCONSOLIDATION,7.14,0.15,6.0,613,Yes
27717,27.0,female,Bachelor,210558.0,6,MORTGAGE,21000.0,VENTURE,11.01,0.1,6.0,672,No
10286,22.0,male,Bachelor,99438.0,0,RENT,9600.0,PERSONAL,7.29,0.1,2.0,630,Yes
44797,24.0,male,High School,49116.0,0,RENT,14000.0,EDUCATION,15.29,0.29,4.0,559,No
15312,25.0,female,Bachelor,156942.0,5,MORTGAGE,15000.0,EDUCATION,11.14,0.1,3.0,698,Yes
44862,27.0,male,Master,45268.0,4,RENT,4881.0,HOMEIMPROVEMENT,15.44,0.11,5.0,652,No
22832,32.0,male,Bachelor,112517.0,12,RENT,7800.0,HOMEIMPROVEMENT,16.29,0.07,6.0,688,Yes
3485,25.0,male,Bachelor,45094.0,0,OWN,10000.0,VENTURE,15.96,0.22,3.0,601,Yes
18479,28.0,female,Master,145029.0,5,RENT,20000.0,EDUCATION,14.26,0.14,7.0,582,Yes
4982,22.0,male,Bachelor,52285.0,0,OWN,3500.0,VENTURE,11.49,0.07,3.0,607,Yes
21744,31.0,female,High School,64655.0,12,RENT,6000.0,PERSONAL,6.54,0.09,9.0,616,No
5746,25.0,male,High School,55939.0,2,MORTGAGE,8600.0,HOMEIMPROVEMENT,11.01,0.15,2.0,646,Yes
19769,32.0,male,Master,44390.0,7,MORTGAGE,2600.0,HOMEIMPROVEMENT,7.49,0.06,8.0,615,Yes
20709,32.0,female,Bachelor,51939.0,6,OWN,10400.0,PERSONAL,11.14,0.2,9.0,610,Yes
9764,25.0,male,Bachelor,31106.0,0,RENT,9000.0,MEDICAL,11.49,0.29,2.0,549,No
26296,34.0,female,High School,121053.0,12,MORTGAGE,12000.0,EDUCATION,7.49,0.1,6.0,596,No
38556,24.0,female,Bachelor,121064.0,2,MORTGAGE,5000.0,PERSONAL,10.8,0.04,4.0,628,Yes
3431,22.0,male,Bachelor,72936.0,1,RENT,10900.0,PERSONAL,15.65,0.15,2.0,655,No
28784,29.0,female,High School,108928.0,8,MORTGAGE,6000.0,PERSONAL,13.98,0.06,10.0,660,Yes
42280,36.0,male,High School,46089.0,14,RENT,12110.0,EDUCATION,14.6,0.26,14.0,657,No
35626,30.0,female,Associate,56426.0,8,MORTGAGE,6000.0,PERSONAL,7.1,0.11,6.0,637,Yes
19086,29.0,male,Bachelor,49235.0,6,RENT,14000.0,VENTURE,8.49,0.28,10.0,553,No
39977,26.0,female,High School,78931.0,2,RENT,4023.0,PERSONAL,6.7,0.05,2.0,635,Yes
17474,26.0,male,Bachelor,28655.0,7,RENT,5000.0,PERSONAL,13.57,0.17,2.0,685,Yes
14228,25.0,female,Master,123491.0,2,MORTGAGE,11200.0,DEBTCONSOLIDATION,7.91,0.09,4.0,553,Yes
44878,29.0,male,Bachelor,97118.0,3,MORTGAGE,10000.0,PERSONAL,11.89,0.1,5.0,664,No
19151,31.0,female,Associate,49043.0,7,RENT,2400.0,MEDICAL,11.01,0.05,9.0,654,Yes
3048,22.0,male,Master,42822.0,0,MORTGAGE,7500.0,PERSONAL,11.34,0.18,2.0,703,Yes
5887,22.0,female,Bachelor,50601.0,0,MORTGAGE,10000.0,EDUCATION,13.57,0.2,4.0,698,No
18997,29.0,female,High School,180438.0,8,RENT,15000.0,PERSONAL,16.32,0.08,9.0,628,Yes
13268,23.0,female,Bachelor,109410.0,4,MORTGAGE,21000.0,VENTURE,7.49,0.19,4.0,677,Yes
42458,25.0,male,High School,47494.0,5,RENT,20000.0,MEDICAL,11.35,0.42,4.0,660,No
